Step,Run ID,Situation,Left Side Had,Left Side Roles,Right Side Had,Right Side Roles,RL Action,Action Side,People in Ambulance,Time Left (min),Left Inspected,Right Inspected
2,26,SQUISHED zombie on LEFT side,zombie,Doctor,healthy,Militant,squish,left,0,710,N,N
3,26,SQUISHED corpse on LEFT side,corpse,Doctor,healthy,Civilian,squish,left,0,705,N,N
4,26,SQUISHED zombie on LEFT side,zombie,Police,zombie,Doctor,squish,left,0,700,N,N
5,26,SQUISHED zombie on LEFT side,zombie,Child,,,squish,left,0,695,N,N
6,26,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Police|Civilian,healthy,Civilian,squish,left,0,690,N,N
7,26,SQUISHED zombie on RIGHT side,corpse|corpse,Civilian|Child,zombie,Civilian,squish,right,0,685,N,N
8,26,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Civilian,healthy,Child,save,left,1,655,N,N
9,26,SAVED healthy on LEFT side,healthy,Police,healthy,Civilian,save,left,2,625,N,N
10,26,SQUISHED zombie on LEFT side,zombie,Child,injured,Civilian,squish,left,2,620,N,N
11,26,SAVED zombie on LEFT side,zombie,Civilian,healthy,Civilian,save,left,2,590,N,N
12,26,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Police,healthy,Civilian,save,left,4,560,N,N
13,26,SAVED healthy on LEFT side,healthy,Child,healthy,Police,save,left,5,530,N,N
14,26,SQUISHED corpse on RIGHT side,corpse,Civilian,corpse,Police,squish,right,5,525,N,N
15,26,SQUISHED corpse on LEFT side,corpse,Civilian,zombie,Doctor,squish,left,5,520,N,N
16,26,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Police|Police,zombie|healthy,Police|Civilian,squish,left,5,515,N,N
17,26,SQUISHED corpse on RIGHT side,healthy,Civilian,corpse,Doctor,squish,right,5,510,N,N
18,26,SAVED healthy|zombie on LEFT side,healthy|zombie,Civilian|Civilian,healthy,Civilian,save,left,6,480,N,N
19,26,SQUISHED corpse on RIGHT side,healthy|healthy,Police|Child,corpse,Doctor,squish,right,6,475,N,N
20,26,SQUISHED corpse on LEFT side,corpse,Child,healthy,Child,squish,left,6,470,N,N
1,27,SAVED healthy on LEFT side,healthy,Doctor,zombie,Civilian,save,left,1,690,N,N
2,27,SQUISHED zombie|injured on LEFT side,zombie|injured,Child|Civilian,healthy,Civilian,squish,left,1,685,N,N
3,27,SQUISHED zombie on LEFT side,zombie,Child,,,squish,left,1,680,N,N
4,27,SQUISHED corpse on RIGHT side,injured,Doctor,corpse,Child,squish,right,1,675,N,N
5,27,SAVED healthy|zombie on LEFT side,healthy|zombie,Police|Civilian,corpse,Child,save,left,2,645,N,N
6,27,SAVED healthy on LEFT side,healthy,Civilian,healthy,Doctor,save,left,3,615,N,N
7,27,SQUISHED corpse on LEFT side,corpse,Civilian,injured,Doctor,squish,left,3,610,N,N
8,27,SQUISHED  on RIGHT side,corpse,Child,,,squish,right,3,605,N,N
9,27,SAVED healthy on LEFT side,healthy,Child,healthy,Child,save,left,4,575,N,N
10,27,SQUISHED zombie|injured on LEFT side,zombie|injured,Civilian|Civilian,corpse,Doctor,squish,left,4,570,N,N
11,27,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Civilian,injured,Doctor,save,left,6,540,N,N
12,27,SAVED healthy on RIGHT side,healthy,Child,healthy,Police,save,right,7,510,N,N
13,27,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Doctor|Militant,corpse,Child,squish,left,7,505,N,N
14,27,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Civilian|Militant,healthy,Child,squish,left,7,500,N,N
15,27,SQUISHED zombie on LEFT side,zombie,Police,corpse,Doctor,squish,left,7,495,N,N
16,27,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Police|Police,corpse,Police,squish,left,7,490,N,N
17,27,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Civilian|Doctor,zombie,Child,squish,left,7,485,N,N
18,27,SQUISHED healthy on RIGHT side,corpse|corpse,Civilian|Doctor,healthy,Civilian,squish,right,7,480,N,N
19,27,SQUISHED zombie on LEFT side,zombie,Doctor,healthy,Civilian,squish,left,7,475,N,N
20,27,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Doctor,squish,left,7,470,N,N
1,28,SAVED healthy on LEFT side,healthy,Child,zombie,Child,save,left,1,690,N,N
2,28,SAVED healthy on LEFT side,healthy,Civilian,healthy,Doctor,save,left,2,660,N,N
3,28,SAVED injured on LEFT side,injured,Civilian,,,save,left,3,630,N,N
4,28,SQUISHED zombie on RIGHT side,corpse|corpse,Civilian|Child,zombie,Civilian,squish,right,3,625,N,N
5,28,SAVED healthy on RIGHT side,healthy,Child,healthy,Doctor,save,right,4,595,N,N
6,28,SQUISHED corpse on RIGHT side,healthy,Child,corpse,Child,squish,right,4,590,N,N
7,28,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Civilian,squish,left,4,585,N,N
8,28,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Civilian|Civilian,corpse,Doctor,squish,left,4,580,N,N
9,28,SAVED healthy|healthy on LEFT side,healthy|healthy,Doctor|Doctor,zombie,Child,save,left,5,550,N,N
10,28,SQUISHED corpse on RIGHT side,corpse,Child,corpse,Child,squish,right,5,545,N,N
11,28,SQUISHED zombie on LEFT side,zombie,Police,healthy,Police,squish,left,5,540,N,N
12,28,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Police|Police,healthy,Civilian,squish,left,5,535,N,N
13,28,SQUISHED zombie on LEFT side,zombie,Police,healthy,Doctor,squish,left,5,530,N,N
14,28,SQUISHED injured on LEFT side,injured,Doctor,zombie,Child,squish,left,5,525,N,N
15,28,SQUISHED zombie on LEFT side,zombie,Civilian,healthy,Civilian,squish,left,5,520,N,N
16,28,SAVED healthy on LEFT side,healthy,Child,zombie,Militant,save,left,6,490,N,N
17,28,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Civilian,zombie,Militant,save,left,8,460,N,N
18,28,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Child,healthy,Militant,save,left,10,430,N,N
19,28,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Child,corpse,Child,squish,left,10,425,N,N
20,28,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Civilian,zombie,Child,squish,left,10,420,N,N
1,29,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Civilian|Child,healthy,Civilian,squish,left,0,715,N,N
2,29,SAVED healthy|healthy on LEFT side,healthy|healthy,Police|Child,healthy,Police,save,left,2,685,N,N
3,29,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Doctor|Child,healthy,Police,squish,left,2,680,N,N
4,29,SQUISHED corpse on LEFT side,corpse,Civilian,zombie,Doctor,squish,left,2,675,N,N
5,29,SQUISHED corpse on RIGHT side,corpse|healthy,Civilian|Militant,corpse,Civilian,squish,right,2,670,N,N
6,29,SQUISHED corpse on LEFT side,corpse,Civilian,zombie,Militant,squish,left,2,665,N,N
7,29,SAVED healthy|injured on LEFT side,healthy|injured,Child|Child,zombie,Child,save,left,3,635,N,N
8,29,SQUISHED zombie on LEFT side,zombie,Civilian,zombie,Civilian,squish,left,3,630,N,N
9,29,SAVED healthy on LEFT side,healthy,Civilian,zombie,Civilian,save,left,4,600,N,N
10,29,SAVED healthy on LEFT side,healthy,Police,healthy,Militant,save,left,5,570,N,N
11,29,SAVED healthy on LEFT side,healthy,Child,zombie,Child,save,left,6,540,N,N
12,29,SAVED healthy|healthy on LEFT side,healthy|healthy,Doctor|Civilian,healthy,Child,save,left,7,510,N,N
13,29,SAVED healthy on RIGHT side,corpse|zombie,Child|Civilian,healthy,Civilian,save,right,8,480,N,N
14,29,SAVED healthy on LEFT side,healthy,Child,healthy,Police,save,left,9,450,N,N
15,29,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Child,squish,left,9,445,N,N
16,29,SQUISHED corpse on RIGHT side,injured,Civilian,corpse,Civilian,squish,right,9,440,N,N
17,29,"SCRAM - Left: healthy|healthy, Right: injured",healthy|healthy,Child|Doctor,injured,Doctor,scram,both,9,440,N,N
18,29,"SCRAM - Left: healthy|healthy, Right: injured",healthy|healthy,Child|Doctor,injured,Doctor,scram,both,0,320,N,N
19,29,SQUISHED zombie on LEFT side,zombie,Civilian,injured,Civilian,squish,left,0,315,N,N
20,29,SAVED healthy on LEFT side,healthy,Civilian,healthy,Child,save,left,1,285,N,N
21,29,SAVED healthy on LEFT side,healthy,Child,healthy,Police,save,left,2,255,N,N
1,30,SAVED healthy on LEFT side,healthy,Police,,,save,left,0,690,N,N
2,30,SAVED healthy on LEFT side,healthy,Militant,zombie,Civilian,save,left,1,660,N,N
3,30,SQUISHED injured on LEFT side,injured,Civilian,healthy,Doctor,squish,left,1,655,N,N
4,30,SQUISHED corpse on RIGHT side,corpse,Civilian,corpse,Child,squish,right,1,650,N,N
5,30,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Civilian|Militant,healthy,Child,squish,left,1,645,N,N
6,30,SAVED healthy on LEFT side,healthy,Doctor,healthy,Police,save,left,2,615,N,N
7,30,SQUISHED corpse|zombie on RIGHT side,healthy|healthy,Police|Child,corpse|zombie,Police|Civilian,squish,right,2,610,N,N
8,30,SQUISHED zombie|injured on LEFT side,zombie|injured,Civilian|Civilian,healthy|zombie,Doctor|Child,squish,left,2,605,N,N
9,30,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Police|Police,corpse,Civilian,squish,left,2,600,N,N
10,30,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Civilian,healthy,Child,squish,left,2,595,N,N
11,30,SQUISHED corpse on LEFT side,corpse,Civilian,injured,Civilian,squish,left,2,590,N,N
12,30,SAVED healthy on LEFT side,healthy,Civilian,corpse,Child,save,left,2,560,N,N
13,30,SAVED injured|healthy on LEFT side,injured|healthy,Civilian|Child,healthy,Civilian,save,left,3,530,N,N
14,30,SAVED healthy on LEFT side,healthy,Civilian,zombie,Child,save,left,4,500,N,N
15,30,SQUISHED zombie on LEFT side,zombie,Civilian,,,squish,left,4,495,N,N
16,30,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Doctor|Child,zombie|healthy,Civilian|Civilian,squish,left,4,490,N,N
17,30,SQUISHED zombie on LEFT side,zombie,Police,,,squish,left,4,485,N,N
18,30,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Child,healthy,Child,save,left,6,455,N,N
19,30,SAVED healthy on LEFT side,healthy,Police,healthy,Civilian,save,left,7,425,N,N
20,30,SQUISHED zombie on LEFT side,zombie,Police,corpse,Doctor,squish,left,7,420,N,N
